title,genre,cast,description
Movie 2005-344,Romance,"Alia Bhatt, Aamir Khan",A gripping tale of revenge and redemption.
Movie 2017-668,Drama,"Deepika Padukone, Alia Bhatt",A thriller that keeps you guessing until the end.
Movie 2024-363,Drama,"Amitabh Bachchan, Alia Bhatt",A comedic twist on modern relationships.
Movie 2003-576,Thriller,"Alia Bhatt, Shah Rukh Khan, Anushka Sharma",A comedic twist on modern relationships.
Movie 2004-5,Drama,"Shah Rukh Khan, Anushka Sharma, Ajay Devgn",An epic battle between good and evil.
Movie 2020-723,Drama,"Varun Dhawan, Hrithik Roshan",A journey of love and sacrifice amidst chaos.
Movie 2018-695,Romance,"Aamir Khan, Priyanka Chopra",A family torn apart by secrets and fate.
Movie 2025-936,Fantasy,"Anushka Sharma, Varun Dhawan, Katrina Kaif",A journey of love and sacrifice amidst chaos.
Movie 2005-890,Thriller,"Rajkummar Rao, Alia Bhatt",A love story across lifetimes and parallel worlds.
Movie 2010-323,Comedy,"Ajay Devgn, Kareena Kapoor",A love story across lifetimes and parallel worlds.
Movie 2003-446,Musical,"Aamir Khan, Ajay Devgn",A love story across lifetimes and parallel worlds.
Movie 2014-457,Comedy,"Hrithik Roshan, Katrina Kaif",A love story across lifetimes and parallel worlds.
Movie 2000-729,Musical,"Alia Bhatt, Rajkummar Rao, Shah Rukh Khan",A gripping tale of revenge and redemption.
Movie 2025-234,Action,"Amitabh Bachchan, Priyanka Chopra, Kareena Kapoor",A family torn apart by secrets and fate.
Movie 2006-605,Romance,"Deepika Padukone, Katrina Kaif",A sci-fi adventure into uncharted realms.
Movie 2015-120,Action,"Deepika Padukone, Salman Khan, Ajay Devgn",A journey of love and sacrifice amidst chaos.
Movie 2012-663,Action,"Amitabh Bachchan, Ajay Devgn",A thriller that keeps you guessing until the end.
Movie 2005-396,Thriller,"Alia Bhatt, Hrithik Roshan, Varun Dhawan",A thriller that keeps you guessing until the end.
Movie 2018-409,Thriller,"Anushka Sharma, Kareena Kapoor, Rajkummar Rao",A historical drama based on real events.
Movie 2021-880,Thriller,"Rajkummar Rao, Anushka Sharma",A police officer takes on the criminal underworld.
Movie 2010-557,Horror,"Salman Khan, Aamir Khan",A thriller that keeps you guessing until the end.
Movie 2017-850,Romance,"Ajay Devgn, Ranveer Singh",A sci-fi adventure into uncharted realms.
Movie 2007-632,Musical,"Salman Khan, Varun Dhawan, Ajay Devgn",A journey of love and sacrifice amidst chaos.
Movie 2005-760,Romance,"Anushka Sharma, Aamir Khan, Salman Khan",A journey of love and sacrifice amidst chaos.
Movie 2008-373,Action,"Katrina Kaif, Rajkummar Rao, Ajay Devgn",A gripping tale of revenge and redemption.
Movie 2003-394,Fantasy,"Deepika Padukone, Ranveer Singh",A thriller that keeps you guessing until the end.
Movie 2002-211,Musical,"Rajkummar Rao, Katrina Kaif, Amitabh Bachchan",A family torn apart by secrets and fate.
Movie 2011-818,Romance,"Alia Bhatt, Deepika Padukone, Varun Dhawan",A historical drama based on real events.
Movie 2000-885,Horror,"Deepika Padukone, Varun Dhawan",A police officer takes on the criminal underworld.
Movie 2008-841,Romance,"Aamir Khan, Hrithik Roshan",An epic battle between good and evil.
Movie 2012-221,Sci-Fi,"Priyanka Chopra, Anushka Sharma, Aamir Khan",An epic battle between good and evil.
Movie 2000-339,Action,"Shah Rukh Khan, Priyanka Chopra",A love story across lifetimes and parallel worlds.
Movie 2015-614,Drama,"Hrithik Roshan, Ajay Devgn, Katrina Kaif",A police officer takes on the criminal underworld.
Movie 2008-321,Comedy,"Alia Bhatt, Rajkummar Rao, Aamir Khan",A family torn apart by secrets and fate.
Movie 2025-728,Sci-Fi,"Varun Dhawan, Salman Khan",A police officer takes on the criminal underworld.
Movie 2004-629,Fantasy,"Shah Rukh Khan, Priyanka Chopra, Salman Khan",A police officer takes on the criminal underworld.
Movie 2018-721,Horror,"Alia Bhatt, Amitabh Bachchan",An epic battle between good and evil.
Movie 2008-711,Historical,"Priyanka Chopra, Amitabh Bachchan",A love story across lifetimes and parallel worlds.
Movie 2006-527,Horror,"Kareena Kapoor, Amitabh Bachchan",A historical drama based on real events.
Movie 2007-892,Musical,"Anushka Sharma, Priyanka Chopra, Katrina Kaif",A comedic twist on modern relationships.
Movie 2021-464,Sci-Fi,"Ranveer Singh, Alia Bhatt, Priyanka Chopra",A historical drama based on real events.
Movie 2022-855,Drama,"Ajay Devgn, Ranveer Singh",A comedic twist on modern relationships.
Movie 2023-778,Historical,"Rajkummar Rao, Deepika Padukone, Shah Rukh Khan",An epic battle between good and evil.
Movie 2011-844,Thriller,"Amitabh Bachchan, Deepika Padukone, Aamir Khan",A sci-fi adventure into uncharted realms.
Movie 2001-184,Romance,"Shah Rukh Khan, Ajay Devgn, Varun Dhawan",A journey of love and sacrifice amidst chaos.
Movie 2006-371,Thriller,"Hrithik Roshan, Ranveer Singh",An epic battle between good and evil.
Movie 2014-717,Historical,"Rajkummar Rao, Kareena Kapoor, Alia Bhatt",A family torn apart by secrets and fate.
Movie 2007-970,Thriller,"Alia Bhatt, Varun Dhawan, Deepika Padukone",An epic battle between good and evil.
Movie 2003-914,Sci-Fi,"Hrithik Roshan, Ajay Devgn, Priyanka Chopra",A gripping tale of revenge and redemption.
Movie 2009-894,Drama,"Katrina Kaif, Hrithik Roshan, Ajay Devgn",A police officer takes on the criminal underworld.
Movie 2009-348,Horror,"Hrithik Roshan, Salman Khan",A historical drama based on real events.
Movie 2003-56,Horror,"Varun Dhawan, Amitabh Bachchan, Anushka Sharma",A comedic twist on modern relationships.
Movie 2007-268,Drama,"Shah Rukh Khan, Kareena Kapoor, Anushka Sharma",A gripping tale of revenge and redemption.
Movie 2019-384,Action,"Katrina Kaif, Amitabh Bachchan, Rajkummar Rao",A sci-fi adventure into uncharted realms.
Movie 2010-349,Historical,"Priyanka Chopra, Ajay Devgn",A family torn apart by secrets and fate.
Movie 2002-3,Musical,"Rajkummar Rao, Ranveer Singh, Ajay Devgn",A journey of love and sacrifice amidst chaos.
Movie 2017-824,Comedy,"Anushka Sharma, Shah Rukh Khan",A historical drama based on real events.
Movie 2020-645,Fantasy,"Katrina Kaif, Priyanka Chopra, Ranveer Singh",An epic battle between good and evil.
Movie 2009-868,Comedy,"Rajkummar Rao, Amitabh Bachchan, Kareena Kapoor",An epic battle between good and evil.
Movie 2013-638,Drama,"Salman Khan, Ranveer Singh",An epic battle between good and evil.
Movie 2016-17,Thriller,"Deepika Padukone, Kareena Kapoor, Aamir Khan",A comedic twist on modern relationships.
Movie 2017-772,Fantasy,"Kareena Kapoor, Salman Khan, Ranveer Singh",A family torn apart by secrets and fate.
Movie 2019-722,Comedy,"Anushka Sharma, Aamir Khan, Katrina Kaif",A love story across lifetimes and parallel worlds.
Movie 2010-947,Thriller,"Ajay Devgn, Anushka Sharma, Varun Dhawan",A sci-fi adventure into uncharted realms.
Movie 2009-374,Historical,"Alia Bhatt, Ranveer Singh, Katrina Kaif",A sci-fi adventure into uncharted realms.
Movie 2025-78,Romance,"Alia Bhatt, Deepika Padukone",A comedic twist on modern relationships.
Movie 2012-897,Fantasy,"Hrithik Roshan, Alia Bhatt",A love story across lifetimes and parallel worlds.
Movie 2006-761,Horror,"Anushka Sharma, Priyanka Chopra, Shah Rukh Khan",A thriller that keeps you guessing until the end.
Movie 2002-419,Action,"Amitabh Bachchan, Deepika Padukone",A thriller that keeps you guessing until the end.
Movie 2005-708,Sci-Fi,"Alia Bhatt, Amitabh Bachchan",A sci-fi adventure into uncharted realms.
Movie 2011-792,Sci-Fi,"Ajay Devgn, Deepika Padukone, Varun Dhawan",A love story across lifetimes and parallel worlds.
Movie 2014-977,Musical,"Hrithik Roshan, Deepika Padukone",A sci-fi adventure into uncharted realms.
Movie 2014-769,Horror,"Shah Rukh Khan, Alia Bhatt",A comedic twist on modern relationships.
Movie 2023-336,Thriller,"Amitabh Bachchan, Salman Khan, Hrithik Roshan",A comedic twist on modern relationships.
Movie 2014-327,Drama,"Amitabh Bachchan, Alia Bhatt, Katrina Kaif",A sci-fi adventure into uncharted realms.
Movie 2023-180,Fantasy,"Rajkummar Rao, Alia Bhatt",An epic battle between good and evil.
Movie 2018-539,Horror,"Varun Dhawan, Ajay Devgn",A thriller that keeps you guessing until the end.
Movie 2004-967,Thriller,"Ranveer Singh, Ajay Devgn, Shah Rukh Khan",A journey of love and sacrifice amidst chaos.
Movie 2001-262,Thriller,"Amitabh Bachchan, Kareena Kapoor, Katrina Kaif",An epic battle between good and evil.
Movie 2018-799,Musical,"Aamir Khan, Ranveer Singh",A thriller that keeps you guessing until the end.
Movie 2007-164,Romance,"Ajay Devgn, Rajkummar Rao, Ranveer Singh",A comedic twist on modern relationships.
Movie 2020-437,Fantasy,"Aamir Khan, Amitabh Bachchan",A family torn apart by secrets and fate.
Movie 2023-908,Musical,"Aamir Khan, Rajkummar Rao, Shah Rukh Khan",A love story across lifetimes and parallel worlds.
Movie 2009-660,Horror,"Amitabh Bachchan, Katrina Kaif, Ranveer Singh",A sci-fi adventure into uncharted realms.
Movie 2012-429,Romance,"Deepika Padukone, Alia Bhatt, Ranveer Singh",A gripping tale of revenge and redemption.
Movie 2005-604,Historical,"Katrina Kaif, Shah Rukh Khan",A sci-fi adventure into uncharted realms.
Movie 2011-64,Action,"Ajay Devgn, Amitabh Bachchan, Hrithik Roshan",A thriller that keeps you guessing until the end.
Movie 2012-741,Sci-Fi,"Ranveer Singh, Katrina Kaif",A police officer takes on the criminal underworld.
Movie 2022-803,Musical,"Amitabh Bachchan, Shah Rukh Khan, Deepika Padukone",A love story across lifetimes and parallel worlds.
Movie 2007-944,Musical,"Rajkummar Rao, Ajay Devgn, Kareena Kapoor",A sci-fi adventure into uncharted realms.
Movie 2015-588,Action,"Kareena Kapoor, Alia Bhatt",A love story across lifetimes and parallel worlds.
Movie 2009-556,Action,"Ajay Devgn, Rajkummar Rao, Anushka Sharma",A comedic twist on modern relationships.
Movie 2009-842,Thriller,"Salman Khan, Rajkummar Rao",A historical drama based on real events.
Movie 2013-430,Sci-Fi,"Aamir Khan, Salman Khan, Priyanka Chopra",A sci-fi adventure into uncharted realms.
Movie 2007-918,Drama,"Katrina Kaif, Alia Bhatt, Aamir Khan",A comedic twist on modern relationships.
Movie 2024-51,Sci-Fi,"Katrina Kaif, Shah Rukh Khan",An epic battle between good and evil.
Movie 2024-259,Sci-Fi,"Salman Khan, Priyanka Chopra",A gripping tale of revenge and redemption.
Movie 2000-1,Fantasy,"Deepika Padukone, Alia Bhatt",A sci-fi adventure into uncharted realms.
Movie 2014-145,Sci-Fi,"Priyanka Chopra, Salman Khan",A thriller that keeps you guessing until the end.
Movie 2008-659,Action,"Shah Rukh Khan, Varun Dhawan",A family torn apart by secrets and fate.
Movie 2004-57,Sci-Fi,"Ranveer Singh, Deepika Padukone, Alia Bhatt",A family torn apart by secrets and fate.
Movie 2007-684,Horror,"Shah Rukh Khan, Salman Khan, Amitabh Bachchan",A love story across lifetimes and parallel worlds.
Movie 2012-533,Drama,"Anushka Sharma, Aamir Khan, Amitabh Bachchan",A thriller that keeps you guessing until the end.
Movie 2002-549,Action,"Deepika Padukone, Anushka Sharma",A police officer takes on the criminal underworld.
Movie 2008-763,Romance,"Rajkummar Rao, Ajay Devgn, Priyanka Chopra",A sci-fi adventure into uncharted realms.
Movie 2015-666,Fantasy,"Ajay Devgn, Shah Rukh Khan, Varun Dhawan",A journey of love and sacrifice amidst chaos.
Movie 2003-862,Romance,"Anushka Sharma, Katrina Kaif",An epic battle between good and evil.
Movie 2007-190,Sci-Fi,"Ranveer Singh, Deepika Padukone, Aamir Khan",A gripping tale of revenge and redemption.
Movie 2013-976,Drama,"Priyanka Chopra, Anushka Sharma, Ajay Devgn",A journey of love and sacrifice amidst chaos.
Movie 2004-499,Romance,"Kareena Kapoor, Amitabh Bachchan",A comedic twist on modern relationships.
Movie 2008-243,Musical,"Shah Rukh Khan, Salman Khan, Varun Dhawan",A sci-fi adventure into uncharted realms.
Movie 2025-26,Thriller,"Amitabh Bachchan, Priyanka Chopra",A thriller that keeps you guessing until the end.
Movie 2012-377,Romance,"Alia Bhatt, Anushka Sharma",A journey of love and sacrifice amidst chaos.
Movie 2011-480,Action,"Deepika Padukone, Katrina Kaif, Varun Dhawan",An epic battle between good and evil.
Movie 2009-62,Horror,"Salman Khan, Anushka Sharma, Amitabh Bachchan",An epic battle between good and evil.
Movie 2015-848,Comedy,"Varun Dhawan, Aamir Khan, Ajay Devgn",A police officer takes on the criminal underworld.
Movie 2015-172,Musical,"Shah Rukh Khan, Priyanka Chopra",A family torn apart by secrets and fate.
Movie 2011-766,Thriller,"Salman Khan, Ranveer Singh",A journey of love and sacrifice amidst chaos.
Movie 2020-73,Action,"Hrithik Roshan, Ranveer Singh, Shah Rukh Khan",A love story across lifetimes and parallel worlds.
Movie 2016-485,Comedy,"Aamir Khan, Salman Khan, Kareena Kapoor",A love story across lifetimes and parallel worlds.
Movie 2018-929,Horror,"Priyanka Chopra, Varun Dhawan, Anushka Sharma",A thriller that keeps you guessing until the end.
Movie 2020-541,Romance,"Shah Rukh Khan, Ajay Devgn, Ranveer Singh",A thriller that keeps you guessing until the end.
Movie 2023-544,Musical,"Rajkummar Rao, Alia Bhatt, Ranveer Singh",A love story across lifetimes and parallel worlds.
Movie 2023-492,Action,"Ranveer Singh, Amitabh Bachchan, Kareena Kapoor",A gripping tale of revenge and redemption.
Movie 2014-119,Romance,"Aamir Khan, Shah Rukh Khan",A family torn apart by secrets and fate.
Movie 2010-37,Drama,"Alia Bhatt, Ranveer Singh",A comedic twist on modern relationships.
Movie 2021-334,Thriller,"Priyanka Chopra, Shah Rukh Khan",A comedic twist on modern relationships.
Movie 2002-237,Romance,"Ajay Devgn, Aamir Khan, Varun Dhawan",A love story across lifetimes and parallel worlds.
Movie 2025-52,Action,"Priyanka Chopra, Aamir Khan, Katrina Kaif",A love story across lifetimes and parallel worlds.
Movie 2015-718,Historical,"Amitabh Bachchan, Ajay Devgn, Alia Bhatt",A family torn apart by secrets and fate.
Movie 2013-742,Romance,"Aamir Khan, Katrina Kaif",A love story across lifetimes and parallel worlds.
Movie 2025-624,Comedy,"Deepika Padukone, Ajay Devgn, Priyanka Chopra",An epic battle between good and evil.
Movie 2012-689,Historical,"Salman Khan, Ajay Devgn, Ranveer Singh",A gripping tale of revenge and redemption.
Movie 2023-726,Action,"Alia Bhatt, Shah Rukh Khan",A historical drama based on real events.
Movie 2024-961,Romance,"Kareena Kapoor, Salman Khan, Aamir Khan",A thriller that keeps you guessing until the end.
Movie 2025-702,Fantasy,"Hrithik Roshan, Shah Rukh Khan, Aamir Khan",An epic battle between good and evil.
Movie 2022-881,Sci-Fi,"Varun Dhawan, Alia Bhatt, Priyanka Chopra",A gripping tale of revenge and redemption.
Movie 2001-236,Fantasy,"Priyanka Chopra, Anushka Sharma, Ajay Devgn",A family torn apart by secrets and fate.
Movie 2017-278,Romance,"Amitabh Bachchan, Varun Dhawan",A police officer takes on the criminal underworld.
Movie 2010-505,Sci-Fi,"Aamir Khan, Salman Khan",A family torn apart by secrets and fate.
Movie 2001-964,Sci-Fi,"Shah Rukh Khan, Aamir Khan, Priyanka Chopra",A police officer takes on the criminal underworld.
Movie 2003-30,Drama,"Shah Rukh Khan, Deepika Padukone, Anushka Sharma",A sci-fi adventure into uncharted realms.
Movie 2001-548,Fantasy,"Kareena Kapoor, Varun Dhawan, Katrina Kaif",A love story across lifetimes and parallel worlds.
Movie 2009-686,Comedy,"Deepika Padukone, Aamir Khan, Rajkummar Rao",A love story across lifetimes and parallel worlds.
Movie 2002-731,Sci-Fi,"Hrithik Roshan, Rajkummar Rao, Salman Khan",A family torn apart by secrets and fate.
Movie 2006-969,Comedy,"Ajay Devgn, Hrithik Roshan, Shah Rukh Khan",A historical drama based on real events.
Movie 2009-10,Musical,"Salman Khan, Amitabh Bachchan",A love story across lifetimes and parallel worlds.
Movie 2020-801,Drama,"Varun Dhawan, Alia Bhatt, Ajay Devgn",A thriller that keeps you guessing until the end.
Movie 2010-609,Historical,"Katrina Kaif, Shah Rukh Khan, Hrithik Roshan",A historical drama based on real events.
Movie 2022-829,Romance,"Ranveer Singh, Salman Khan, Ajay Devgn",A police officer takes on the criminal underworld.
Movie 2002-263,Horror,"Anushka Sharma, Amitabh Bachchan, Deepika Padukone",A gripping tale of revenge and redemption.
Movie 2005-214,Historical,"Ajay Devgn, Anushka Sharma",A thriller that keeps you guessing until the end.
Movie 2000-157,Thriller,"Anushka Sharma, Katrina Kaif",A family torn apart by secrets and fate.
Movie 2016-745,Comedy,"Rajkummar Rao, Varun Dhawan",A thriller that keeps you guessing until the end.
Movie 2017-148,Sci-Fi,"Priyanka Chopra, Kareena Kapoor, Alia Bhatt",A gripping tale of revenge and redemption.
Movie 2018-357,Sci-Fi,"Rajkummar Rao, Ranveer Singh, Varun Dhawan",A sci-fi adventure into uncharted realms.
Movie 2010-817,Historical,"Deepika Padukone, Kareena Kapoor",A historical drama based on real events.
Movie 2018-487,Drama,"Katrina Kaif, Varun Dhawan, Salman Khan",An epic battle between good and evil.
Movie 2009-530,Sci-Fi,"Varun Dhawan, Hrithik Roshan",A comedic twist on modern relationships.
Uri: The Surgical Strike,Action,"Vicky Kaushal, Yami Gautam",Based on India's surgical strikes against terror camps.
Movie 2006-501,Musical,"Ajay Devgn, Hrithik Roshan, Anushka Sharma",A love story across lifetimes and parallel worlds.
Movie 2020-47,Romance,"Alia Bhatt, Rajkummar Rao",A gripping tale of revenge and redemption.
Movie 2020-281,Comedy,"Shah Rukh Khan, Katrina Kaif",A journey of love and sacrifice amidst chaos.
Movie 2015-562,Musical,"Anushka Sharma, Hrithik Roshan",A love story across lifetimes and parallel worlds.
Movie 2001-938,Thriller,"Kareena Kapoor, Amitabh Bachchan, Ajay Devgn",A gripping tale of revenge and redemption.
Movie 2021-906,Horror,"Priyanka Chopra, Anushka Sharma, Varun Dhawan",A police officer takes on the criminal underworld.
Movie 2022-387,Action,"Deepika Padukone, Alia Bhatt",A love story across lifetimes and parallel worlds.
Movie 2016-875,Action,"Varun Dhawan, Kareena Kapoor",A comedic twist on modern relationships.
Movie 2000-417,Sci-Fi,"Varun Dhawan, Salman Khan, Katrina Kaif",A comedic twist on modern relationships.
Movie 2008-737,Romance,"Kareena Kapoor, Rajkummar Rao",A journey of love and sacrifice amidst chaos.
Movie 2010-739,Action,"Rajkummar Rao, Hrithik Roshan",A sci-fi adventure into uncharted realms.
Movie 2018-461,Comedy,"Hrithik Roshan, Deepika Padukone",A journey of love and sacrifice amidst chaos.
Movie 2021-646,Romance,"Rajkummar Rao, Alia Bhatt",A thriller that keeps you guessing until the end.
Movie 2001-808,Horror,"Deepika Padukone, Anushka Sharma, Ranveer Singh",A historical drama based on real events.
Movie 2000-677,Romance,"Ranveer Singh, Amitabh Bachchan",A family torn apart by secrets and fate.
Movie 2015-900,Sci-Fi,"Salman Khan, Priyanka Chopra, Katrina Kaif",A family torn apart by secrets and fate.
Movie 2004-187,Thriller,"Ranveer Singh, Priyanka Chopra",A police officer takes on the criminal underworld.
Movie 2014-171,Romance,"Rajkummar Rao, Ajay Devgn, Salman Khan",A thriller that keeps you guessing until the end.
Movie 2023-596,Fantasy,"Rajkummar Rao, Ranveer Singh",An epic battle between good and evil.
Movie 2021-256,Musical,"Salman Khan, Aamir Khan",A comedic twist on modern relationships.
Movie 2007-8,Musical,"Katrina Kaif, Anushka Sharma",A gripping tale of revenge and redemption.
Movie 2008-61,Romance,"Kareena Kapoor, Priyanka Chopra, Shah Rukh Khan",A family torn apart by secrets and fate.
Movie 2016-589,Comedy,"Kareena Kapoor, Aamir Khan, Ajay Devgn",A sci-fi adventure into uncharted realms.
Movie 2013-924,Comedy,"Aamir Khan, Varun Dhawan, Priyanka Chopra",A thriller that keeps you guessing until the end.
Movie 2011-38,Sci-Fi,"Katrina Kaif, Hrithik Roshan, Aamir Khan",A gripping tale of revenge and redemption.
Movie 2015-276,Horror,"Rajkummar Rao, Anushka Sharma, Ajay Devgn",A historical drama based on real events.
Movie 2013-352,Musical,"Amitabh Bachchan, Rajkummar Rao",A historical drama based on real events.
Movie 2022-595,Comedy,"Ajay Devgn, Alia Bhatt",A thriller that keeps you guessing until the end.
Movie 2008-425,Musical,"Aamir Khan, Ajay Devgn",A gripping tale of revenge and redemption.
Movie 2024-207,Fantasy,"Ajay Devgn, Varun Dhawan",A sci-fi adventure into uncharted realms.
Movie 2021-750,Historical,"Amitabh Bachchan, Varun Dhawan, Katrina Kaif",An epic battle between good and evil.
Movie 2003-706,Action,"Katrina Kaif, Hrithik Roshan, Aamir Khan",A sci-fi adventure into uncharted realms.
Movie 2015-926,Action,"Priyanka Chopra, Amitabh Bachchan",A comedic twist on modern relationships.
Movie 2024-25,Comedy,"Aamir Khan, Katrina Kaif",A love story across lifetimes and parallel worlds.
Movie 2008-971,Horror,"Rajkummar Rao, Ranveer Singh",A comedic twist on modern relationships.
Movie 2003-654,Musical,"Priyanka Chopra, Amitabh Bachchan, Hrithik Roshan",A historical drama based on real events.
Movie 2017-382,Comedy,"Amitabh Bachchan, Kareena Kapoor",A gripping tale of revenge and redemption.
Movie 2000-27,Fantasy,"Ajay Devgn, Alia Bhatt, Salman Khan",A sci-fi adventure into uncharted realms.
Movie 2016-719,Romance,"Katrina Kaif, Hrithik Roshan, Deepika Padukone",A journey of love and sacrifice amidst chaos.
Movie 2013-846,Historical,"Rajkummar Rao, Shah Rukh Khan, Amitabh Bachchan",A sci-fi adventure into uncharted realms.
Movie 2006-397,Horror,"Amitabh Bachchan, Priyanka Chopra, Katrina Kaif",A journey of love and sacrifice amidst chaos.
Movie 2022-231,Sci-Fi,"Kareena Kapoor, Anushka Sharma",A police officer takes on the criminal underworld.
Movie 2003-342,Comedy,"Kareena Kapoor, Amitabh Bachchan",A sci-fi adventure into uncharted realms.
Movie 2011-428,Horror,"Katrina Kaif, Salman Khan, Ranveer Singh",A gripping tale of revenge and redemption.
Movie 2024-77,Thriller,"Anushka Sharma, Amitabh Bachchan",A love story across lifetimes and parallel worlds.
Movie 2014-873,Thriller,"Shah Rukh Khan, Katrina Kaif, Kareena Kapoor",A love story across lifetimes and parallel worlds.
Rockstar,Musical,"Ranbir Kapoor, Nargis Fakhri",A musician's rise to fame is marked by heartbreak.
Movie 2021-568,Comedy,"Hrithik Roshan, Alia Bhatt",A family torn apart by secrets and fate.
Movie 2018-253,Sci-Fi,"Anushka Sharma, Varun Dhawan, Salman Khan",An epic battle between good and evil.
Movie 2001-366,Romance,"Alia Bhatt, Aamir Khan, Varun Dhawan",A sci-fi adventure into uncharted realms.
Movie 2005-968,Historical,"Hrithik Roshan, Alia Bhatt, Shah Rukh Khan",An epic battle between good and evil.
Movie 2010-791,Comedy,"Rajkummar Rao, Varun Dhawan, Alia Bhatt",A police officer takes on the criminal underworld.
Movie 2008-217,Thriller,"Varun Dhawan, Ajay Devgn, Amitabh Bachchan",A comedic twist on modern relationships.
Movie 2006-891,Musical,"Salman Khan, Shah Rukh Khan, Ajay Devgn",A journey of love and sacrifice amidst chaos.
Movie 2000-235,Horror,"Rajkummar Rao, Priyanka Chopra",A historical drama based on real events.
Movie 2001-522,Action,"Ajay Devgn, Salman Khan, Anushka Sharma",An epic battle between good and evil.
Movie 2007-788,Action,"Hrithik Roshan, Deepika Padukone, Varun Dhawan",A thriller that keeps you guessing until the end.
Movie 2017-798,Romance,"Ajay Devgn, Alia Bhatt",A family torn apart by secrets and fate.
Movie 2025-572,Sci-Fi,"Amitabh Bachchan, Salman Khan, Hrithik Roshan",An epic battle between good and evil.
